"unitid","name","year","institution_size_category","level_of_institution","institutional_category","total_enrollment","full_time_enrollment","part_time_enrollment","full_time_equivalent_fall_enrollment","undergraduate_enrollment","first_time_degree_certificate_seeking_undergraduate_enrollment","transfer_in_degree_certificate_seeking_undergraduate_enrollment","continuing_degree_certificate_seeking_undergraduate_enrollment","nondegree_certificate_seeking_undergraduate_enrollment","full_time_undergraduate_enrollment","full_time_first_time_degree_certificate_seeking_undergraduate_enrollment","full_time_transfer_in_degree_certificate_seeking_undergraduate_enrollment","full_time_continuing_degree_certificate_seeking_undergraduate_enrollment","full_time_nondegree_certificate_seeking_undergraduate_enrollment","part_time_undergraduate_enrollment","part_time_first_time_degree_certificate_seeking_undergraduate_enrollment","part_time_transfer_in_degree_certificate_seeking_undergraduate_enrollment","part_time_continuing_degree_certificate_seeking_undergraduate_enrollment","part_time_nondegree_certificate_seeking_undergraduate_enrollment","percent_of_total_enrollment_that_are_american_indian_or_alaska_native","percent_of_total_enrollment_that_are_asian","percent_of_total_enrollment_that_are_black_or_african_american","percent_of_total_enrollment_that_are_hispanic_latino","percent_of_total_enrollment_that_are_native_hawaiian_or_other_pacific_islander","percent_of_total_enrollment_that_are_white","percent_of_total_enrollment_that_are_two_or_more_races","percent_of_total_enrollment_that_are_race_ethnicity_unknown","percent_of_total_enrollment_that_are_nonresident_alien","percent_of_total_enrollment_that_are_asian_native_hawaiian_pacific_islander","percent_of_total_enrollment_that_are_women","full_time_first_time_degree_certificate_seeking_undergraduates_grs_cohort_as_percent_of_all_undergraduates","adult_age_25_64_enrollment_all_students","adult_age_25_64_enrollment_undergraduate","adult_age_25_64_enrollment_full_time_students","adult_age_25_64_enrollment_full_time_undergraduate","adult_age_25_64_enrollment_part_time_students","adult_age_25_64_enrollment_part_time_undergraduate","percent_of_students_enrolled_exclusively_in_distance_education_courses","percent_of_students_enrolled_in_some_but_not_all_distance_education_courses","percent_of_students_not_enrolled_in_any_distance_education_courses","number_of_first_time_undergraduates__in_state","percent_of_first_time_undergraduates__in_state","percent_of_first_time_undergraduates__out_of_state","number_of_first_time_undergraduates__foreign_countries","percent_of_first_time_undergraduates__foreign_countries","number_of_first_time_undergraduates__residence_unknown","percent_of_first_time_undergraduates__residence_unknown","student_to_faculty_ratio","degree_of_urbanization_urban_centric_locale_"
121619,"Santa Ana College",2018,"20,000 and above","Four or more years","Degree-granting, not primarily baccalaureate or above",28425,5283,23142,14622,28425,4429,1854,19839,2303,5283,1718,298,3186,81,23142,2711,1556,16653,2222,0,0.07,0.01,0.54,0,0.18,0.01,0.16,0.01,0.07,0.41,0.06,15351,15351,912,912,14439,14439,0.08,0.12,0.8,4294,0.97,0,76,0.02,59,0.01,35,"City: Large"
121707,"College of the Redwoods",2018,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",4572,1725,2847,2681,4572,789,415,2767,601,1725,473,168,1058,26,2847,316,247,1709,575,0.05,0.03,0.03,0.21,0.01,0.57,0.09,0.01,0,0.04,0.54,0.1,1955,1955,526,526,1429,1429,0.1,0.16,0.74,746,0.95,0.05,5,0.01,2,0,18,"Rural: Fringe"
121886,"Rio Hondo College",2018,"10,000 - 19,999","Four or more years","Degree-granting, not primarily baccalaureate or above",19997,4630,15367,10831,19997,3099,1558,13166,2174,4630,1312,274,2937,107,15367,1787,1284,10229,2067,0,0.06,0.02,0.78,0,0.06,0.01,0.06,0,0.06,0.43,0.07,8031,8031,619,619,7412,7412,0.07,0.13,0.8,3070,0.99,0,15,0,0,0,30,"Suburb: Large"
121901,"Riverside City College",2018,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",21292,6210,15082,11274,21292,4192,1927,12903,2270,6210,2232,386,3474,118,15082,1960,1541,9429,2152,0,0.05,0.08,0.64,0,0.19,0.02,0,0.01,0.06,0.57,0.1,5986,5986,877,877,5109,5109,0.1,0.14,0.77,4039,0.96,0,85,0.02,68,0.02,27,"City: Large"
122180,"Sacramento City College",2018,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",21379,5318,16061,10710,21379,3826,2984,12765,1804,5318,1313,517,3336,152,16061,2513,2467,9429,1652,0,0.19,0.1,0.33,0.01,0.26,0.07,0.01,0.02,0.21,0.59,0.06,7935,7935,1225,1225,6710,6710,0.16,0.18,0.66,3394,0.89,0,345,0.09,87,0.02,25,"City: Large"
122205,"Saddleback College",2018,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",19421,5531,13890,10194,19421,2775,1984,12673,1989,5531,1305,372,3736,118,13890,1470,1612,8937,1871,0,0.1,0.02,0.27,0,0.51,0.06,0.01,0.02,0.11,0.56,0.07,6584,6584,850,850,5734,5734,0.28,0.26,0.46,2432,0.88,0,226,0.08,117,0.04,26,"Suburb: Large"
122339,"San Diego City College",2018,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",15066,3065,12001,7094,15066,1953,2482,8295,2336,3065,903,338,1734,90,12001,1050,2144,6561,2246,0,0.1,0.1,0.52,0,0.21,0.05,0.02,0,0.11,0.55,0.06,6250,6250,773,773,5477,5477,0.2,0.15,0.65,1818,0.93,0,31,0.02,104,0.05,24,"City: Large"
122375,"San Diego Mesa College",2018,"20,000 and above","Four or more years","Degree-granting, not primarily baccalaureate or above",22284,5348,16936,12182,22284,2828,3297,13107,3052,5348,1354,622,3288,84,16936,1474,2675,9819,2968,0,0.15,0.07,0.38,0.01,0.31,0.06,0.02,0.01,0.15,0.54,0.06,7910,7910,1058,1058,6852,6852,0.18,0.17,0.64,2548,0.9,0,76,0.03,204,0.07,26,"City: Large"
122384,"San Diego Miramar College",2018,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",15893,2769,13124,7175,15893,1941,2586,8893,2473,2769,808,354,1547,60,13124,1133,2232,7346,2413,0,0.21,0.05,0.28,0.01,0.35,0.07,0.02,0,0.22,0.47,0.05,6688,6688,680,680,6008,6008,0.21,0.13,0.66,1801,0.93,0,26,0.01,114,0.06,29,"City: Large"
122658,"San Joaquin Delta College",2018,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",18209,6296,11913,10296,18209,2944,890,11263,3112,6296,1698,314,3994,290,11913,1246,576,7269,2822,0,0.18,0.08,0.48,0,0.19,0.05,0.01,0,0.19,0.58,0.09,5492,5492,1194,1194,4298,4298,0.19,0.29,0.52,2777,0.94,0,14,0,151,0.05,35,"City: Large"
122746,"San Jose City College",2018,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",9270,2162,7108,4548,9270,1160,1278,5093,1739,2162,516,215,1331,100,7108,644,1063,3762,1639,0,0.24,0.06,0.45,0,0.13,0.04,0.06,0.01,0.24,0.55,0.06,4200,4200,616,616,3584,3584,0.14,0.16,0.71,1036,0.89,0.01,76,0.07,38,0.03,24,"City: Large"
122791,"College of San Mateo",2018,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8924,2363,6561,4566,8924,1519,902,5338,1165,2363,878,100,1339,46,6561,641,802,3999,1119,0,0.23,0.03,0.3,0.02,0.27,0.06,0.01,0.09,0.25,0.49,0.1,2846,2846,258,258,2588,2588,0.12,0.14,0.74,1244,0.82,0.01,264,0.17,3,0,26,"Suburb: Large"
122889,"Santa Barbara City College",2018,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",14646,6354,8292,9138,14646,2567,944,9409,1726,6354,1576,291,4319,168,8292,991,653,5090,1558,0,0.05,0.03,0.37,0,0.39,0.05,0.04,0.07,0.05,0.54,0.11,,,,,,,0.16,0.23,0.61,1830,0.71,0,424,0.17,313,0.12,27,"City: Small"
122977,"Santa Monica College",2018,"20,000 and above","Four or more years","Degree-granting, not primarily baccalaureate or above",28800,11035,17765,18204,28800,5382,2467,18874,2077,11035,3521,736,6613,165,17765,1861,1731,12261,1912,0,0.09,0.09,0.4,0,0.26,0.05,0.01,0.1,0.09,0.54,0.12,8616,8616,1647,1647,6969,6969,0.12,0.21,0.67,3969,0.74,0,807,0.15,606,0.11,30,"City: Small"
123013,"Santa Rosa Junior College",2018,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",20000,6000,14000,10700,20000,1835,1009,14417,2739,6000,924,246,4713,117,14000,911,763,9704,2622,0.01,0.05,0.02,0.36,0,0.46,0.05,0.05,0.01,0.05,0.55,0.05,7477,7477,1174,1174,6303,6303,0.09,0.19,0.72,1710,0.93,0,68,0.04,57,0.03,20,"City: Midsize"
123217,"College of the Sequoias",2018,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",12557,5100,7457,7604,12557,2406,620,7688,1843,5100,1648,227,3147,78,7457,758,393,4541,1765,0,0.04,0.02,0.68,0,0.22,0.03,0.01,0,0.04,0.58,0.13,3297,3297,769,769,2528,2528,0.04,0.16,0.8,2385,0.99,0.01,3,0,1,0,26,"City: Midsize"
123299,"Shasta College",2018,"5,000 - 9,999","Four or more years","Degree-granting, not primarily baccalaureate or above",9105,3286,5819,5634,9105,852,374,5105,2774,3286,545,173,2413,155,5819,307,201,2692,2619,0.02,0.04,0.02,0.18,0,0.66,0.06,0.02,0,0.04,0.6,0.06,3092,3092,1067,1067,2025,2025,0.25,0.27,0.47,745,0.87,0,7,0.01,100,0.12,28,"Suburb: Midsize"
123341,"Sierra College",2018,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",18314,6503,11811,10468,18314,3061,1358,11752,2143,6503,1935,415,4048,105,11811,1126,943,7704,2038,0,0.06,0.03,0.27,0,0.56,0.06,0,0.01,0.07,0.55,0.11,5406,5406,1078,1078,4328,4328,0.13,0.21,0.66,3005,0.98,0.01,29,0.01,1,0,24,"Suburb: Large"
123484,"College of the Siskiyous",2018,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",1677,777,900,1079,1677,262,156,980,279,777,210,76,482,9,900,52,80,498,270,0.03,0.03,0.04,0.18,0.01,0.61,0.08,0.02,0.01,0.03,0.54,0.13,613,613,177,177,436,436,0.22,0.4,0.39,206,0.79,0.19,3,0.01,4,0.02,17,"Town: Remote"
123509,"Skyline College",2018,"5,000 - 9,999","Four or more years","Degree-granting, not primarily baccalaureate or above",9014,2357,6657,5043,9014,1152,974,5646,1242,2357,596,110,1619,32,6657,556,864,4027,1210,0,0.35,0.03,0.32,0.01,0.18,0.06,0.01,0.04,0.36,0.53,0.07,2807,2807,372,372,2435,2435,0.09,0.15,0.75,981,0.85,0.01,157,0.14,0,0,25,"Suburb: Large"
123527,"San Bernardino Valley College",2018,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",13837,3946,9891,7267,13837,1935,1541,8418,1943,3946,988,491,2359,108,9891,947,1050,6059,1835,0,0.04,0.11,0.68,0,0.12,0.03,0,0,0.05,0.59,0.07,5963,5963,1214,1214,4749,4749,0.15,0.21,0.64,1782,0.92,0,16,0.01,137,0.07,24,"City: Midsize"
123563,"Solano Community College",2018,"5,000 - 9,999","Four or more years","Degree-granting, not primarily baccalaureate or above",9378,2689,6689,5388,9378,1308,745,5919,1406,2689,689,184,1740,76,6689,619,561,4179,1330,0,0.15,0.13,0.31,0.01,0.28,0.1,0.01,0,0.16,0.58,0.07,3347,3347,509,509,2838,2838,0.1,0.3,0.61,1284,0.98,0,22,0.02,0,0,23,"Suburb: Midsize"
123800,"Southwestern College",2018,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",18569,7004,11565,10887,18569,3802,1101,12528,1138,7004,1933,352,4619,100,11565,1869,749,7909,1038,0.02,0.11,0.06,0.48,0.01,0.3,0,0.02,0,0.12,0.54,0.1,5531,5531,1227,1227,4304,4304,0.1,0.24,0.66,3643,0.96,0,0,0,159,0.04,22,"Suburb: Large"
124113,"Taft College",2018,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6155,1399,4756,2996,6155,1340,815,3501,499,1399,377,119,858,45,4756,963,696,2643,454,0.01,0.03,0.05,0.59,0,0.3,0.02,0,0,0.03,0.43,0.06,3368,3368,306,306,3062,3062,0.19,0.18,0.63,1311,0.98,0.02,0,0,3,0,37,"Town: Distant"
125028,"Ventura College",2018,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",13312,4105,9207,7196,13312,2021,1243,8772,1276,4105,1139,213,2735,18,9207,882,1030,6037,1258,0,0.04,0.02,0.62,0,0.27,0.04,0.01,0,0.04,0.56,0.09,,,,,,,0.17,0.22,0.61,1995,0.99,0.01,0,0,14,0.01,30,"City: Midsize"
125091,"Victor Valley College",2018,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",12231,3889,8342,6690,12231,1821,580,7210,2620,3889,908,204,2438,339,8342,913,376,4772,2281,0.01,0.02,0.1,0.57,0,0.24,0.05,0,0,0.03,0.6,0.07,,,,,,,0.11,0.21,0.68,1732,0.95,0,0,0,89,0.05,23,"City: Midsize"
125170,"Berkeley City College",2018,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6053,1648,4405,3127,6053,773,983,3316,981,1648,370,186,918,174,4405,403,797,2398,807,0,0.24,0.15,0.26,0,0.23,0.08,0.03,0,0.25,0.54,0.06,2194,2194,380,380,1814,1814,0.12,0.16,0.72,586,0.76,0,136,0.18,51,0.07,31,"City: Midsize"
125462,"West Hills College-Coalinga",2018,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",4623,981,3642,2204,4623,625,482,2243,1273,981,246,92,636,7,3642,379,390,1607,1266,0,0.07,0.04,0.68,0,0.16,0.02,0.01,0,0.08,0.57,0.05,1078,1078,203,203,875,875,0.57,0.2,0.24,539,0.86,0,16,0.03,70,0.11,31,"Town: Distant"
125471,"West Los Angeles College",2018,"10,000 - 19,999","Four or more years","Degree-granting, not primarily baccalaureate or above",12990,2620,10370,6805,12990,1344,2705,6675,2266,2620,527,340,1683,70,10370,817,2365,4992,2196,0,0.06,0.24,0.45,0,0.14,0.04,0.05,0.02,0.06,0.62,0.04,6073,6073,804,804,5269,5269,0.44,0.18,0.38,1209,0.9,0,118,0.09,17,0.01,30,"Suburb: Large"
125499,"West Valley College",2018,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",7823,2614,5209,4363,7823,1258,795,4666,1104,2614,778,150,1639,47,5209,480,645,3027,1057,0,0.21,0.02,0.29,0,0.39,0.06,0.01,0.01,0.21,0.56,0.1,,,,,,,0.16,0.26,0.58,1230,0.98,0,28,0.02,0,0,22,"Suburb: Large"
126119,"Yuba College",2018,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",5934,2288,3646,3512,5934,1056,385,3460,1033,2288,688,154,1314,132,3646,368,231,2146,901,0.01,0.16,0.04,0.35,0,0.35,0.06,0.01,0.02,0.16,0.61,0.12,1933,1933,464,464,1469,1469,0.16,0.19,0.65,1040,0.98,0.01,4,0,0,0,19,"Suburb: Midsize"
262086,"University of Massachusetts Global",2018,"5,000 - 9,999","Four or more years","Degree-granting, primarily baccalaureate or above",8736,3245,5491,5375,4246,70,1238,2754,184,1233,9,321,886,17,3013,61,917,1868,167,0.01,0.05,0.11,0.17,0.01,0.56,0.01,0.08,0,0.06,0.66,0,7846,3568,2891,1003,4955,2565,0.71,0.21,0.08,27,0.39,0.6,0,0,1,0.01,17,"City: Large"
366401,"Las Positas College",2018,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8978,2959,6019,4980,8978,1465,921,5662,930,2959,774,212,1943,30,6019,691,709,3719,900,0,0.21,0.04,0.31,0.01,0.34,0.07,0.01,0.01,0.22,0.52,0.09,2814,2814,436,436,2378,2378,0.1,0.21,0.69,1413,0.96,0,38,0.03,12,0.01,25,"Suburb: Small"
371690,"Downey Adult School",2018,"Under 1,000","At least 2 but less than 4 years","Nondegree-granting, sub-baccalaureate",652,209,443,358,652,61,0,591,0,209,31,0,178,0,443,30,0,413,0,0,0.11,0.06,0.79,0,0.04,0,0,0,0.11,0.85,0.05,,,,,,,0.04,0,0.96,60,0.98,0.02,0,0,0,0,30,"Suburb: Large"
395362,"Copper Mountain Community College",2018,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",1748,585,1163,975,1748,260,168,1038,282,585,111,52,402,20,1163,149,116,636,262,0.01,0.03,0.07,0.35,0,0.47,0.07,0.01,0,0.03,0.65,0.06,743,743,206,206,537,537,0.09,0.29,0.62,246,0.95,0,0,0,13,0.05,14,"Rural: Distant"
399212,"Santiago Canyon College",2018,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",11373,3056,8317,5848,11373,2035,1373,7111,854,3056,1093,180,1732,51,8317,942,1193,5379,803,0,0.07,0.02,0.52,0,0.31,0.04,0.02,0.01,0.08,0.4,0.1,3707,3707,215,215,3492,3492,0.12,0.16,0.71,1891,0.93,0,60,0.03,84,0.04,36,"City: Midsize"
444219,"Folsom Lake College",2018,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8575,2464,6111,4516,8575,1525,1335,4951,764,2464,870,207,1280,107,6111,655,1128,3671,657,0.01,0.11,0.04,0.21,0.01,0.56,0.06,0.01,0.01,0.11,0.56,0.1,2960,2960,330,330,2630,2630,0.12,0.21,0.67,1498,0.98,0,6,0,21,0.01,26,"City: Small"
448594,"West Hills College-Lemoore",2018,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",4239,1511,2728,2427,4239,745,576,2572,346,1511,459,145,898,9,2728,286,431,1674,337,0.01,0.05,0.05,0.64,0,0.21,0.03,0.01,0,0.06,0.63,0.11,1295,1295,282,282,1013,1013,0.23,0.27,0.5,728,0.98,0,11,0.01,6,0.01,28,"Rural: Fringe"
455512,"Woodland Community College",2018,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",3666,927,2739,1847,3666,476,513,2095,582,927,262,75,582,8,2739,214,438,1513,574,0,0.11,0.02,0.51,0,0.29,0.04,0.02,0,0.12,0.62,0.07,1150,1150,145,145,1005,1005,0.1,0.08,0.82,470,0.99,0,2,0,4,0.01,19,"Suburb: Small"
460394,"Moreno Valley College",2018,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10074,2338,7736,4935,10074,1613,1609,5331,1521,2338,835,280,1153,70,7736,778,1329,4178,1451,0,0.05,0.11,0.66,0,0.14,0.02,0,0.01,0.05,0.59,0.08,3468,3468,532,532,2936,2936,0.13,0.1,0.76,1566,0.97,0,28,0.02,19,0.01,26,"Suburb: Large"
460464,"Norco College",2018,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10875,2145,8730,5076,10875,1594,1428,6051,1802,2145,676,186,1242,41,8730,918,1242,4809,1761,0,0.09,0.06,0.59,0,0.23,0.02,0,0,0.1,0.53,0.06,3256,3256,316,316,2940,2940,0.11,0.11,0.78,1558,0.98,0,18,0.01,18,0.01,30,"Suburb: Large"
484233,"Tri-Community Adult Education",2018,"Under 1,000","At least 2 but less than 4 years","Nondegree-granting, sub-baccalaureate",268,0,268,90,268,93,0,175,0,0,0,0,0,0,268,93,0,175,0,0,0.05,0.07,0.5,0,0.37,0,0,0,0.05,0.44,0,,,,,,,0,0,1,93,1,0,0,0,0,0,15,"Suburb: Large"
489201,"Clovis Community College",2018,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",7765,2348,5417,4167,7765,1321,1406,3951,1087,2348,857,211,1175,105,5417,464,1195,2776,982,0.01,0.13,0.02,0.43,0,0.36,0.04,0,0,0.13,0.58,0.11,1890,1890,179,179,1711,1711,0.09,0.09,0.82,1291,0.98,0,0,0,30,0.02,31,"City: Large"
495271,"California Indian Nations College",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497046,"Madera Community College",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108667,"College of Alameda",2019,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",5667,1062,4605,2608,5667,637,1043,2756,1231,1062,212,98,580,172,4605,425,945,2176,1059,0,0.28,0.17,0.28,0,0.13,0.05,0.04,0.04,0.28,0.57,0.04,2201,2201,326,326,1875,1875,0.39,0.17,0.45,524,0.82,0,77,0.12,36,0.06,32,"Suburb: Large"
108807,"Allan Hancock College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",11894,3594,8300,6381,11894,1552,564,6913,2865,3594,1022,155,2353,64,8300,530,409,4560,2801,0,0.04,0.02,0.64,0,0.21,0.03,0.06,0,0.04,0.55,0.09,3323,3323,504,504,2819,2819,0.11,0.19,0.7,1524,0.98,0.02,4,0,0,0,25,"City: Midsize"
109208,"American River College",2019,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",31265,6116,25149,14559,31265,3469,4365,20832,2599,6116,1455,538,3818,305,25149,2014,3827,17014,2294,0,0.12,0.07,0.29,0.01,0.38,0.05,0.07,0,0.13,0.47,0.05,16389,16389,1783,1783,14606,14606,0.17,0.19,0.65,3354,0.97,0,25,0.01,90,0.03,27,"Suburb: Large"
109350,"Antelope Valley Community College District",2019,"10,000 - 19,999","Four or more years","Degree-granting, not primarily baccalaureate or above",13909,4130,9779,8076,13909,2570,713,9051,1575,4130,1335,228,2528,39,9779,1235,485,6523,1536,0,0.04,0.14,0.58,0,0.15,0.04,0.04,0,0.04,0.58,0.1,4577,4577,809,809,3768,3768,0.05,0.15,0.81,2546,0.99,0.01,11,0,0,0,23,"Suburb: Large"
109819,"Bakersfield College",2019,"20,000 and above","Four or more years","Degree-granting, not primarily baccalaureate or above",26380,7678,18702,15225,26380,3783,1324,14838,6435,7678,2233,361,4943,141,18702,1550,963,9895,6294,0,0.04,0.04,0.7,0,0.16,0.03,0.02,0,0.04,0.56,0.08,7568,7568,1347,1347,6221,6221,0.11,0.2,0.69,,,,,,,,28,"City: Large"
109907,"Barstow Community College",2019,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",3078,1250,1828,1864,3078,593,489,1719,277,1250,316,153,769,12,1828,277,336,950,265,0.01,0.03,0.15,0.44,0.01,0.24,0.07,0.05,0,0.04,0.65,0.1,1478,1478,518,518,960,960,0.49,0.32,0.19,566,0.95,0.04,5,0.01,0,0,24,"Town: Distant"
110246,"Butte College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10100,4816,5284,6590,10100,1767,875,6607,851,4816,1304,397,3044,71,5284,463,478,3563,780,0.01,0.06,0.02,0.3,0,0.5,0.06,0.03,0.01,0.06,0.55,0.13,3033,3033,1077,1077,1956,1956,0.1,0.23,0.66,1671,0.95,0,52,0.03,44,0.02,20,"Rural: Distant"
110334,"Cabrillo College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",11033,3721,7312,6176,11033,1515,750,7535,1233,3721,969,197,2474,81,7312,546,553,5061,1152,0,0.03,0.01,0.47,0,0.41,0.05,0.02,0.01,0.03,0.54,0.09,3770,3770,588,588,3182,3182,0.1,0.37,0.53,1443,0.95,0,33,0.02,39,0.03,22,"Suburb: Midsize"
111434,"Canada College",2019,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",5799,1000,4799,2611,5799,814,913,3084,988,1000,352,65,561,22,4799,462,848,2523,966,0,0.13,0.03,0.44,0.01,0.21,0.04,0.09,0.05,0.15,0.6,0.06,2401,2401,174,174,2227,2227,0.22,0.15,0.63,669,0.82,0,144,0.18,0,0,24,"Suburb: Large"
111461,"College of the Canyons",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",19089,6040,13049,10421,19089,2510,1271,13121,2187,6040,1521,442,4024,53,13049,989,829,9097,2134,0,0.11,0.05,0.49,0,0.28,0.02,0.03,0.01,0.11,0.48,0.08,6487,6487,776,776,5711,5711,0.12,0.28,0.59,2395,0.95,0,51,0.02,64,0.03,25,"Suburb: Large"
111887,"Cerritos College",2019,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",22287,7152,15135,12233,22287,4351,2202,14786,948,7152,2279,630,4191,52,15135,2072,1572,10595,896,0,0.07,0.05,0.65,0,0.08,0.02,0.12,0.01,0.07,0.52,0.1,8814,8814,1456,1456,7358,7358,0.13,0.19,0.68,,,,,,,,27,"Suburb: Large"
111896,"Cerro Coso Community College",2019,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",5607,937,4670,2505,5607,686,954,2712,1255,937,159,88,667,23,4670,527,866,2045,1232,0.02,0.04,0.07,0.42,0,0.37,0.05,0.02,0,0.05,0.6,0.03,2688,2688,390,390,2298,2298,0.46,0.15,0.39,,,,,,,,24,"Rural: Fringe"
111920,"Chabot College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",13522,3805,9717,7067,13522,2072,1420,8894,1136,3805,1024,270,2482,29,9717,1048,1150,6412,1107,0,0.24,0.1,0.41,0.02,0.14,0.06,0.03,0.01,0.26,0.52,0.08,5273,5273,669,669,4604,4604,0.18,0.24,0.58,1966,0.95,0,51,0.02,46,0.02,26,"Suburb: Large"
111939,"Chaffey College",2019,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",22731,6211,16520,11757,22731,3505,1630,14175,3421,6211,1645,452,3915,199,16520,1860,1178,10260,3222,0,0.06,0.07,0.67,0,0.13,0.03,0.03,0.01,0.06,0.6,0.07,7638,7638,1216,1216,6422,6422,0.09,0.18,0.73,3413,0.97,0,0,0,92,0.03,25,"Suburb: Large"
112172,"Citrus College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",13130,5329,7801,7948,13130,2150,1148,8180,1652,5329,1497,407,3276,149,7801,653,741,4904,1503,0,0.08,0.04,0.65,0,0.14,0.03,0.02,0.03,0.08,0.55,0.11,3553,3553,808,808,2745,2745,0.12,0.25,0.63,2050,0.95,0,93,0.04,1,0,45,"Suburb: Large"
112190,"City College of San Francisco",2019,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",24441,7598,16843,13253,24441,3085,1851,16884,2621,7598,1398,519,5505,176,16843,1687,1332,11379,2445,0,0.34,0.07,0.27,0.01,0.2,0.05,0.05,0.02,0.35,0.53,0.06,13668,13668,2986,2986,10682,10682,0.1,0.19,0.71,,,,,,,,25,"City: Large"
112385,"Coastline Community College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10822,1267,9555,4475,10822,841,2267,6252,1462,1267,129,217,819,102,9555,712,2050,5433,1360,0.01,0.2,0.1,0.33,0,0.29,0.04,0.03,0.01,0.2,0.43,0.01,6882,6882,767,767,6115,6115,0.81,0.07,0.12,755,0.9,0.01,74,0.09,1,0,36,"City: Small"
112561,"Columbia College",2019,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",2616,707,1909,1348,2616,644,269,1570,133,707,194,41,464,8,1909,450,228,1106,125,0.02,0.01,0.03,0.2,0,0.68,0,0.04,0,0.02,0.55,0.07,992,992,128,128,864,864,0.15,0.28,0.57,630,0.98,0,0,0,14,0.02,19,"Rural: Fringe"
