"unitid","name","year","institution_size_category","level_of_institution","institutional_category","total_enrollment","full_time_enrollment","part_time_enrollment","full_time_equivalent_fall_enrollment","undergraduate_enrollment","first_time_degree_certificate_seeking_undergraduate_enrollment","transfer_in_degree_certificate_seeking_undergraduate_enrollment","continuing_degree_certificate_seeking_undergraduate_enrollment","nondegree_certificate_seeking_undergraduate_enrollment","full_time_undergraduate_enrollment","full_time_first_time_degree_certificate_seeking_undergraduate_enrollment","full_time_transfer_in_degree_certificate_seeking_undergraduate_enrollment","full_time_continuing_degree_certificate_seeking_undergraduate_enrollment","full_time_nondegree_certificate_seeking_undergraduate_enrollment","part_time_undergraduate_enrollment","part_time_first_time_degree_certificate_seeking_undergraduate_enrollment","part_time_transfer_in_degree_certificate_seeking_undergraduate_enrollment","part_time_continuing_degree_certificate_seeking_undergraduate_enrollment","part_time_nondegree_certificate_seeking_undergraduate_enrollment","percent_of_total_enrollment_that_are_american_indian_or_alaska_native","percent_of_total_enrollment_that_are_asian","percent_of_total_enrollment_that_are_black_or_african_american","percent_of_total_enrollment_that_are_hispanic_latino","percent_of_total_enrollment_that_are_native_hawaiian_or_other_pacific_islander","percent_of_total_enrollment_that_are_white","percent_of_total_enrollment_that_are_two_or_more_races","percent_of_total_enrollment_that_are_race_ethnicity_unknown","percent_of_total_enrollment_that_are_nonresident_alien","percent_of_total_enrollment_that_are_asian_native_hawaiian_pacific_islander","percent_of_total_enrollment_that_are_women","full_time_first_time_degree_certificate_seeking_undergraduates_grs_cohort_as_percent_of_all_undergraduates","adult_age_25_64_enrollment_all_students","adult_age_25_64_enrollment_undergraduate","adult_age_25_64_enrollment_full_time_students","adult_age_25_64_enrollment_full_time_undergraduate","adult_age_25_64_enrollment_part_time_students","adult_age_25_64_enrollment_part_time_undergraduate","percent_of_students_enrolled_exclusively_in_distance_education_courses","percent_of_students_enrolled_in_some_but_not_all_distance_education_courses","percent_of_students_not_enrolled_in_any_distance_education_courses","number_of_first_time_undergraduates__in_state","percent_of_first_time_undergraduates__in_state","percent_of_first_time_undergraduates__out_of_state","number_of_first_time_undergraduates__foreign_countries","percent_of_first_time_undergraduates__foreign_countries","number_of_first_time_undergraduates__residence_unknown","percent_of_first_time_undergraduates__residence_unknown","student_to_faculty_ratio","degree_of_urbanization_urban_centric_locale_"
112686,"Compton College",2019,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",5760,1409,4351,2870,5760,660,554,3025,1521,1409,329,155,920,5,4351,331,399,2105,1516,0,0.05,0.19,0.65,0,0.01,0.02,0.06,0,0.06,0.65,0.06,2032,2032,388,388,1644,1644,0.08,0.19,0.74,,,,,,,,17,"Suburb: Large"
112826,"Contra Costa College",2019,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",7127,1846,5281,3619,7127,765,745,4165,1452,1846,356,117,1323,50,5281,409,628,2842,1402,0,0.19,0.16,0.47,0.01,0.1,0.05,0.02,0.01,0.19,0.61,0.05,2595,2595,429,429,2166,2166,0.15,0.2,0.65,687,0.9,0,13,0.02,65,0.08,23,"Suburb: Large"
113096,"Cosumnes River College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",14398,3853,10545,7393,14398,2436,1877,8907,1178,3853,1306,277,2191,79,10545,1130,1600,6716,1099,0,0.29,0.1,0.27,0.01,0.22,0.07,0.02,0.01,0.31,0.56,0.09,5011,5011,584,584,4427,4427,0.18,0.19,0.63,2389,0.98,0,13,0.01,34,0.01,28,"City: Large"
113111,"Crafton Hills College",2019,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6749,2072,4677,3642,6749,1174,670,3965,940,2072,652,140,1184,96,4677,522,530,2781,844,0,0.07,0.03,0.5,0,0.33,0.05,0.02,0,0.07,0.54,0.1,2232,2232,339,339,1893,1893,0.13,0.22,0.64,1121,0.95,0,2,0,51,0.04,26,"Rural: Fringe"
113193,"Cuesta College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",11281,3166,8115,5891,11281,1008,836,6107,3330,3166,592,270,2279,25,8115,416,566,3828,3305,0.01,0.03,0.02,0.33,0,0.49,0.05,0.06,0,0.03,0.51,0.05,2916,2916,500,500,2416,2416,0.15,0.2,0.65,971,0.96,0.02,16,0.02,3,0,28,"Suburb: Small"
113218,"Cuyamaca College",2019,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8697,1979,6718,4234,8697,1124,1307,5042,1224,1979,529,143,1248,59,6718,595,1164,3794,1165,0.01,0.05,0.05,0.36,0,0.42,0.06,0.04,0,0.06,0.56,0.06,3466,3466,710,710,2756,2756,0.27,0.21,0.53,,,,,,,,23,"Suburb: Large"
113236,"Cypress College",2019,"10,000 - 19,999","Four or more years","Degree-granting, not primarily baccalaureate or above",15679,5568,10111,9648,15679,2510,1822,10058,1289,5568,1553,415,3572,28,10111,957,1407,6486,1261,0,0.24,0.04,0.48,0,0.15,0.04,0.04,0.01,0.24,0.56,0.1,4812,4812,1020,1020,3792,3792,0.08,0.22,0.69,2474,0.99,0,0,0,32,0.01,25,"Suburb: Large"
113333,"De Anza College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",18669,9318,9351,12457,18669,3690,1337,11795,1847,9318,2954,490,5646,228,9351,736,847,6149,1619,0,0.37,0.03,0.27,0,0.17,0.04,0.01,0.09,0.37,0.49,0.16,5463,5463,1236,1236,4227,4227,0.12,0.24,0.64,2967,0.8,0.01,553,0.15,150,0.04,29,"City: Small"
113573,"College of the Desert",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",11919,4890,7029,7250,11919,2664,538,7734,983,4890,1825,204,2808,53,7029,839,334,4926,930,0,0.03,0.03,0.74,0,0.16,0.03,0.01,0.01,0.03,0.56,0.15,3710,3710,739,739,2971,2971,0.08,0.22,0.71,2580,0.97,0.01,37,0.01,11,0,29,"City: Small"
113634,"Diablo Valley College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",19871,7287,12584,11512,19871,2558,1701,13462,2150,7287,1517,383,5327,60,12584,1041,1318,8135,2090,0,0.18,0.05,0.27,0,0.34,0.09,0.02,0.05,0.18,0.52,0.08,6195,6195,865,865,5330,5330,0.13,0.23,0.64,2141,0.84,0,257,0.1,160,0.06,25,"Suburb: Large"
113856,"East Los Angeles College",2019,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",36885,6813,30072,16909,36885,3864,2299,24993,5729,6813,1517,390,4757,149,30072,2347,1909,20236,5580,0,0.08,0.05,0.67,0,0.06,0.01,0.12,0.01,0.08,0.5,0.04,17577,17577,1182,1182,16395,16395,0.08,0.11,0.82,3662,0.95,0,150,0.04,52,0.01,36,"Suburb: Large"
113980,"El Camino Community College District",2019,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",24223,8240,15983,13606,24223,4209,1593,14885,3536,8240,2456,443,4830,511,15983,1753,1150,10055,3025,0,0.1,0.13,0.44,0,0.1,0.04,0.17,0.02,0.1,0.51,0.1,6533,6533,940,940,5593,5593,0.07,0.16,0.77,3807,0.9,0,162,0.04,240,0.06,29,"Suburb: Large"
114266,"Evergreen Valley College",2019,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",9774,2894,6880,5204,9774,1488,765,5806,1715,2894,820,127,1780,167,6880,668,638,4026,1548,0,0.41,0.02,0.43,0,0.06,0.02,0.04,0.01,0.41,0.54,0.08,2816,2816,483,483,2333,2333,0.06,0.14,0.79,1440,0.97,0,34,0.02,9,0.01,30,"City: Large"
114433,"Feather River Community College District",2019,"1,000 - 4,999","Four or more years","Degree-granting, not primarily baccalaureate or above",2058,519,1539,1140,2058,302,201,748,807,519,218,38,261,2,1539,84,163,487,805,0.02,0.06,0.1,0.31,0.01,0.42,0,0.07,0,0.07,0.52,0.11,1030,1030,48,48,982,982,0.3,0.1,0.6,236,0.78,0.21,2,0.01,0,0,20,"Rural: Fringe"
114716,"Foothill College",2019,"10,000 - 19,999","Four or more years","Degree-granting, not primarily baccalaureate or above",15123,4169,10954,8589,15123,1812,2427,9024,1860,4169,931,445,2656,137,10954,881,1982,6368,1723,0,0.24,0.04,0.29,0.01,0.29,0.05,0.02,0.05,0.25,0.48,0.06,6463,6463,1031,1031,5432,5432,0.36,0.19,0.45,1439,0.79,0.01,233,0.13,115,0.06,27,"Suburb: Large"
114789,"Fresno City College",2019,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",24806,7792,17014,13504,24806,3911,2098,15225,3572,7792,2413,524,4501,354,17014,1498,1574,10724,3218,0,0.12,0.05,0.59,0,0.19,0.03,0.01,0,0.12,0.54,0.1,9138,9138,1570,1570,7568,7568,0.11,0.12,0.77,3801,0.97,0,25,0.01,85,0.02,28,"City: Large"
114859,"Fullerton College",2019,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",22613,8470,14143,13218,22613,3540,2108,14826,2139,8470,2318,582,5479,91,14143,1222,1526,9347,2048,0,0.13,0.03,0.57,0,0.17,0.03,0.06,0.01,0.13,0.53,0.1,5837,5837,1078,1078,4759,4759,0.09,0.18,0.73,3509,0.99,0,0,0,22,0.01,27,"Suburb: Large"
114938,"Gavilan College",2019,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",5573,1942,3631,3161,5573,871,779,3069,854,1942,550,215,1137,40,3631,321,564,1932,814,0,0.07,0.02,0.6,0,0.24,0.04,0.04,0,0.07,0.52,0.1,1964,1964,372,372,1592,1592,0.1,0.27,0.63,,,,,,,,20,"Suburb: Small"
115001,"Glendale Community College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",13584,6682,6902,8999,13584,2103,902,9299,1280,6682,1445,353,4778,106,6902,658,549,4521,1174,0,0.08,0.02,0.3,0,0.49,0.03,0.04,0.04,0.08,0.55,0.11,5102,5102,1981,1981,3121,3121,0.07,0.25,0.67,1887,0.9,0,130,0.06,86,0.04,27,"City: Midsize"
115126,"Golden West College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",12025,4070,7955,6741,12025,2213,1681,6969,1162,4070,1393,356,2272,49,7955,820,1325,4697,1113,0,0.27,0.02,0.36,0,0.25,0.05,0.02,0.02,0.27,0.55,0.12,3601,3601,606,606,2995,2995,0.15,0.26,0.59,2057,0.93,0.02,119,0.05,0,0,29,"Suburb: Large"
115296,"Grossmont College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",16958,5905,11053,9616,16958,2708,1505,10716,2029,5905,1708,371,3443,383,11053,1000,1134,7273,1646,0,0.08,0.06,0.37,0,0.34,0.07,0.05,0.03,0.08,0.59,0.1,5358,5358,1150,1150,4208,4208,0.15,0.24,0.61,,,,,,,,24,"Suburb: Large"
115393,"Hartnell College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",13024,3628,9396,6783,13024,2499,1151,8089,1285,3628,1021,100,2437,70,9396,1478,1051,5652,1215,0,0.05,0.03,0.65,0,0.21,0.02,0.04,0,0.05,0.46,0.08,6235,6235,421,421,5814,5814,0.04,0.13,0.83,2467,0.99,0,9,0,23,0.01,34,"City: Midsize"
115861,"Imperial Valley College",2019,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8511,4085,4426,5571,8511,1618,182,5700,1011,4085,1093,61,2619,312,4426,525,121,3081,699,0,0.01,0.01,0.91,0,0.04,0,0.02,0,0.01,0.56,0.13,2618,2618,822,822,1796,1796,0.03,0.23,0.73,1546,0.96,0,2,0,70,0.04,31,"Rural: Fringe"
116439,"Irvine Valley College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",12812,4630,8182,7377,12812,2479,1264,7138,1931,4630,1617,250,2695,68,8182,862,1014,4443,1863,0,0.27,0.02,0.24,0,0.3,0.05,0.05,0.07,0.27,0.5,0.13,3250,3250,442,442,2808,2808,0.14,0.29,0.58,2011,0.81,0,360,0.15,108,0.04,30,"City: Large"
117052,"Reedley College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",11296,3207,8089,5923,11296,1647,986,6170,2493,3207,947,126,1994,140,8089,700,860,4176,2353,0,0.06,0.02,0.73,0,0.16,0.02,0.01,0,0.06,0.6,0.08,2844,2844,421,421,2423,2423,0.17,0.14,0.69,1608,0.98,0,7,0,32,0.02,23,"Town: Distant"
117195,"Lake Tahoe Community College",2019,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",2577,670,1907,1310,2577,373,572,1335,297,670,96,90,448,36,1907,277,482,887,261,0.01,0.07,0.07,0.3,0.01,0.43,0.04,0.07,0.01,0.07,0.43,0.04,1466,1466,262,262,1204,1204,0.46,0.17,0.37,335,0.9,0.04,12,0.03,11,0.03,17,"Rural: Fringe"
117247,"Laney College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10424,2547,7877,5192,10424,1031,1309,5726,2358,2547,361,226,1676,284,7877,670,1083,4050,2074,0,0.27,0.19,0.25,0.01,0.14,0.05,0.05,0.04,0.27,0.55,0.03,4755,4755,1097,1097,3658,3658,0.14,0.13,0.73,837,0.81,0,117,0.11,77,0.07,30,"City: Large"
117274,"Lassen Community College",2019,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",2526,572,1954,1228,2526,649,464,1132,281,572,149,76,344,3,1954,500,388,788,278,0.02,0.04,0.17,0.32,0.01,0.36,0.04,0.03,0.01,0.05,0.19,0.06,1731,1731,209,209,1522,1522,0.42,0.15,0.43,602,0.93,0,8,0.01,39,0.06,20,"Rural: Fringe"
117645,"Long Beach City College",2019,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",24127,9431,14696,14365,24127,4334,2370,16310,1113,9431,3001,823,5490,117,14696,1333,1547,10820,996,0,0.1,0.11,0.6,0.01,0.13,0.05,0,0,0.1,0.57,0.12,8174,8174,1809,1809,6365,6365,0.07,0.21,0.71,4175,0.96,0,32,0.01,127,0.03,27,"City: Large"
117690,"Los Angeles Harbor College",2019,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8694,2369,6325,4493,8694,1137,1254,4869,1434,2369,658,162,1492,57,6325,479,1092,3377,1377,0,0.04,0.11,0.59,0.01,0.11,0.02,0.11,0.01,0.05,0.6,0.08,2862,2862,309,309,2553,2553,0.27,0.22,0.51,1093,0.96,0,29,0.03,15,0.01,30,"City: Large"
117706,"Los Angeles Pierce College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",18765,5154,13611,9724,18765,2803,1714,11941,2307,5154,1417,310,3339,88,13611,1386,1404,8602,2219,0,0.05,0.05,0.48,0,0.29,0.03,0.09,0.01,0.05,0.55,0.08,6041,6041,878,878,5163,5163,0.13,0.18,0.68,2651,0.95,0,93,0.03,59,0.02,29,"City: Large"
117715,"Los Angeles Southwest College",2019,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6409,1186,5223,2940,6409,763,1059,3071,1516,1186,338,132,669,47,5223,425,927,2402,1469,0,0.01,0.41,0.48,0,0.03,0.03,0.05,0,0.01,0.69,0.05,2686,2686,345,345,2341,2341,0.2,0.18,0.62,713,0.93,0,23,0.03,27,0.04,24,"Suburb: Large"
117724,"Los Angeles Trade Technical College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",13094,2489,10605,6049,13094,1661,1785,7173,2475,2489,462,280,1676,71,10605,1199,1505,5497,2404,0,0.02,0.15,0.69,0,0.05,0.02,0.05,0.01,0.03,0.46,0.04,5772,5772,959,959,4813,4813,0.04,0.07,0.89,1572,0.95,0,55,0.03,34,0.02,24,"City: Large"
117733,"Los Angeles Valley College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",16982,3743,13239,8188,16982,2086,2043,10273,2580,3743,949,241,2473,80,13239,1137,1802,7800,2500,0,0.03,0.05,0.51,0,0.3,0.02,0.08,0,0.04,0.58,0.06,6681,6681,913,913,5768,5768,0.24,0.27,0.49,1999,0.96,0,44,0.02,43,0.02,28,"City: Large"
117788,"Los Angeles City College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",14937,3264,11673,7183,14937,1535,2167,8283,2952,3264,557,262,2333,112,11673,978,1905,5950,2840,0,0.08,0.07,0.55,0,0.18,0.02,0.08,0.02,0.08,0.58,0.04,6661,6661,1292,1292,5369,5369,0.18,0.14,0.69,1355,0.88,0,119,0.08,61,0.04,27,"City: Large"
117867,"Los Angeles Mission College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10128,1896,8232,4660,10128,1220,1322,5535,2051,1896,576,106,1173,41,8232,644,1216,4362,2010,0,0.02,0.03,0.78,0,0.1,0.01,0.05,0.01,0.02,0.61,0.06,3284,3284,328,328,2956,2956,0.24,0.2,0.56,1170,0.96,0,32,0.03,18,0.01,29,"City: Large"
117894,"Los Medanos College",2019,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",9435,3172,6263,5275,9435,1573,698,5946,1218,3172,893,199,2041,39,6263,680,499,3905,1179,0,0.11,0.13,0.43,0.01,0.22,0.08,0.02,0,0.11,0.57,0.09,2588,2588,439,439,2149,2149,0.08,0.17,0.76,1514,0.96,0,14,0.01,45,0.03,23,"Suburb: Large"
118347,"College of Marin",2019,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",5182,1215,3967,2547,5182,628,416,3185,953,1215,278,104,812,21,3967,350,312,2373,932,0,0.08,0.03,0.31,0,0.48,0.05,0.04,0.01,0.08,0.57,0.05,2090,2090,280,280,1810,1810,0.03,0.1,0.87,611,0.97,0,0,0,14,0.02,17,"Suburb: Large"
118684,"Mendocino College",2019,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",3960,992,2968,1988,3960,323,270,2427,940,992,124,51,804,13,2968,199,219,1623,927,0.06,0.03,0.02,0.37,0,0.49,0.01,0.02,0,0.03,0.64,0.03,1517,1517,301,301,1216,1216,0.18,0.21,0.62,303,0.94,0,6,0.02,14,0.04,17,"Rural: Fringe"
118718,"Merced College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",11173,4823,6350,6955,11173,2057,594,7237,1285,4823,1427,210,3137,49,6350,630,384,4100,1236,0,0.08,0.03,0.57,0,0.16,0.02,0.13,0.01,0.08,0.6,0.13,3343,3343,792,792,2551,2551,0.08,0.23,0.7,1978,0.96,0,28,0.01,51,0.02,26,"City: Small"
118772,"Merritt College",2019,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6857,1546,5311,3329,6857,701,1182,3572,1402,1546,247,243,916,140,5311,454,939,2656,1262,0,0.17,0.22,0.34,0,0.14,0.05,0.06,0.02,0.17,0.66,0.04,3031,3031,652,652,2379,2379,0.27,0.17,0.56,582,0.83,0,60,0.09,59,0.08,30,"City: Large"
118912,"MiraCosta College",2019,"10,000 - 19,999","Four or more years","Degree-granting, not primarily baccalaureate or above",12992,4830,8162,8124,12992,2065,1407,8755,765,4830,1278,416,3114,22,8162,787,991,5641,743,0.01,0.07,0.03,0.39,0.01,0.38,0.07,0.04,0.01,0.07,0.58,0.1,4709,4709,992,992,3717,3717,0.23,0.31,0.46,1939,0.94,0,59,0.03,67,0.03,22,"Suburb: Large"
118930,"Mission College",2019,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6995,1688,5307,3470,6995,889,755,4307,1044,1688,380,94,1153,61,5307,509,661,3154,983,0,0.42,0.03,0.3,0,0.15,0.05,0.02,0.03,0.42,0.56,0.05,3238,3238,433,433,2805,2805,0.16,0.23,0.61,,,,,,,,18,"City: Midsize"
118976,"Modesto Junior College",2019,"10,000 - 19,999","Four or more years","Degree-granting, not primarily baccalaureate or above",18068,5591,12477,10626,18068,3634,1087,12292,1055,5591,1666,324,3525,76,12477,1968,763,8767,979,0.01,0.06,0.03,0.54,0.01,0.33,0,0.02,0,0.08,0.6,0.09,5707,5707,965,965,4742,4742,0.16,0.32,0.53,3593,0.99,0,6,0,35,0.01,29,"City: Midsize"
119067,"Monterey Peninsula College",2019,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",7920,2339,5581,4213,7920,1051,827,4860,1182,2339,604,206,1470,59,5581,447,621,3390,1123,0,0.07,0.03,0.45,0.01,0.3,0.06,0.07,0.01,0.08,0.55,0.08,2977,2977,451,451,2526,2526,0.1,0.23,0.67,966,0.92,0,25,0.02,60,0.06,20,"Suburb: Midsize"
119137,"Moorpark College",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",14275,5269,9006,8293,14275,2475,1212,9108,1480,5269,1584,258,3407,20,9006,891,954,5701,1460,0,0.08,0.02,0.37,0,0.42,0.05,0.05,0,0.08,0.53,0.11,3346,3346,501,501,2845,2845,0.16,0.25,0.59,2449,0.99,0.01,0,0,10,0,31,"Suburb: Midsize"
119164,"Mt San Antonio College",2019,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",29799,10394,19405,16909,29799,4753,2241,19998,2807,10394,2878,754,6596,166,19405,1875,1487,13402,2641,0,0.18,0.04,0.64,0,0.09,0.03,0,0.01,0.18,0.53,0.1,9038,9038,1924,1924,7114,7114,0.05,0.15,0.8,4566,0.96,0.01,143,0.03,18,0,24,"Suburb: Large"
119216,"Mt San Jacinto Community College District",2019,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",15597,5467,10130,8868,15597,3149,1317,9969,1162,5467,1579,460,3344,84,10130,1570,857,6625,1078,0,0.06,0.07,0.52,0,0.25,0.06,0.03,0.01,0.06,0.6,0.1,5100,5100,1171,1171,3929,3929,0,0.39,0.61,3009,0.96,0,104,0.03,36,0.01,29,"Suburb: Midsize"
119331,"Napa Valley College",2019,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",5292,2121,3171,3186,5292,965,344,3499,484,2121,646,106,1281,88,3171,319,238,2218,396,0,0.13,0.05,0.46,0.01,0.26,0.05,0.03,0,0.14,0.57,0.12,1549,1549,325,325,1224,1224,0.09,0.23,0.67,948,0.98,0,0,0,17,0.02,18,"City: Small"
120290,"Ohlone College",2019,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8900,3304,5596,5183,8900,1261,802,5633,1204,3304,783,122,2352,47,5596,478,680,3281,1157,0,0.43,0.03,0.25,0.01,0.14,0.05,0.05,0.04,0.44,0.52,0.09,2490,2490,424,424,2066,2066,0.16,0.33,0.51,1132,0.9,0,74,0.06,55,0.04,25,"Suburb: Large"
120342,"Orange Coast College",2019,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",20042,7833,12209,11932,20042,3760,1919,13395,968,7833,2400,476,4878,79,12209,1360,1443,8517,889,0,0.21,0.02,0.35,0,0.29,0.04,0.02,0.06,0.22,0.48,0.12,6080,6080,1234,1234,4846,4846,0.03,0.14,0.82,3261,0.87,0.01,429,0.11,14,0,28,"City: Midsize"
120421,"Oxnard College",2019,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",7464,2030,5434,3854,7464,1340,800,4667,657,2030,698,98,1219,15,5434,642,702,3448,642,0,0.05,0.02,0.76,0,0.12,0.03,0.02,0,0.05,0.56,0.09,2273,2273,324,324,1949,1949,0.16,0.22,0.62,1329,0.99,0.01,0,0,4,0,30,"City: Midsize"
120953,"Palo Verde College",2019,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",4540,586,3954,1914,4540,654,412,2966,508,586,84,49,432,21,3954,570,363,2534,487,0.01,0.05,0.11,0.39,0.01,0.37,0.03,0.04,0,0.05,0.15,0.02,3785,3785,367,367,3418,3418,0.45,0.09,0.46,637,0.97,0,6,0.01,11,0.02,29,"Rural: Distant"
120971,"Palomar College",2019,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",23874,7870,16004,13243,23874,4033,1964,14662,3215,7870,2420,573,4687,190,16004,1613,1391,9975,3025,0.01,0.06,0.03,0.47,0,0.34,0.05,0.03,0.01,0.07,0.48,0.1,7755,7755,1189,1189,6566,6566,0.12,0.26,0.62,3831,0.95,0,0,0,202,0.05,26,"Suburb: Large"
121044,"Pasadena City College",2019,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",26971,10010,16961,15704,26971,4828,2180,17677,2286,10010,3304,661,5950,95,16961,1524,1519,11727,2191,0,0.24,0.04,0.51,0,0.14,0.04,0.01,0.03,0.24,0.53,0.12,7986,7986,1446,1446,6540,6540,0.06,0.17,0.77,4557,0.94,0.01,227,0.05,18,0,25,"City: Midsize"
121363,"Porterville College",2019,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",4350,1861,2489,2697,4350,706,262,2677,705,1861,515,72,1237,37,2489,191,190,1440,668,0.01,0.03,0.01,0.79,0,0.13,0.02,0,0,0.03,0.63,0.12,1124,1124,266,266,858,858,0.11,0.27,0.62,,,,,,,,24,"Suburb: Small"
121619,"Santa Ana College",2019,"20,000 and above","Four or more years","Degree-granting, not primarily baccalaureate or above",27052,5110,21942,13965,27052,3741,1967,18981,2363,5110,1531,298,3234,47,21942,2210,1669,15747,2316,0,0.07,0.01,0.56,0,0.17,0.01,0.15,0.01,0.08,0.42,0.06,14231,14231,999,999,13232,13232,0.11,0.14,0.76,3640,0.97,0,62,0.02,39,0.01,35,"City: Large"
121707,"College of the Redwoods",2019,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",4665,1740,2925,2722,4665,738,383,2804,740,1740,448,170,1098,24,2925,290,213,1706,716,0.05,0.03,0.03,0.21,0,0.52,0.08,0.06,0,0.04,0.55,0.1,1937,1937,531,531,1406,1406,0.11,0.19,0.7,693,0.94,0.05,4,0.01,4,0.01,18,"Rural: Fringe"
121886,"Rio Hondo College",2019,"10,000 - 19,999","Four or more years","Degree-granting, not primarily baccalaureate or above",19358,5103,14255,10856,19358,3053,1561,12931,1813,5103,1550,322,3183,48,14255,1503,1239,9748,1765,0,0.06,0.02,0.81,0,0.06,0.01,0.05,0,0.06,0.44,0.08,7333,7333,629,629,6704,6704,0.07,0.15,0.78,3031,0.99,0,14,0,1,0,32,"Suburb: Large"
121901,"Riverside City College",2019,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",21118,6091,15027,11136,21118,4341,1846,12740,2191,6091,2436,379,3178,98,15027,1905,1467,9562,2093,0,0.05,0.07,0.62,0.01,0.17,0.02,0.05,0.01,0.06,0.58,0.12,5709,5709,753,753,4956,4956,0.1,0.17,0.73,4197,0.97,0,70,0.02,74,0.02,27,"City: Large"
122180,"Sacramento City College",2019,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",20829,5335,15494,10537,20829,3691,2976,12413,1749,5335,1424,498,3295,118,15494,2267,2478,9118,1631,0,0.2,0.1,0.34,0.01,0.25,0.06,0.03,0.01,0.21,0.59,0.07,7792,7792,1217,1217,6575,6575,0.19,0.18,0.63,3510,0.95,0,102,0.03,79,0.02,25,"City: Large"
